"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"CARLOS ANDRES AMAYA RODRIGUEZ",288,31.44,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","PAJARITO","Boyacá","07184"
"CESAR AUGUSTO PACHON ACHURY",140,15.28,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PAJARITO","Boyacá","07184"
"JUAN DE JESUS CORDOBA SUAREZ",56,6.11,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","PAJARITO","Boyacá","07184"
"GONZALO GUARIN VIVAS",53,5.78,"PARTIDO CENTRO DEMOCRÁTICO","PAJARITO","Boyacá","07184"
"GONZALO GUARIN VIVAS",499,47.29,"PARTIDO CENTRO DEMOCRÁTICO","PANQUEBA","Boyacá","07187"
"OSMAN HIPOLITO ROA SARMIENTO",281,26.63,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","PANQUEBA","Boyacá","07187"
"CARLOS ANDRES AMAYA RODRIGUEZ",160,15.16,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","PANQUEBA","Boyacá","07187"
"JUAN DE JESUS CORDOBA SUAREZ",46,4.36,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","PANQUEBA","Boyacá","07187"
"CESAR AUGUSTO PACHON ACHURY",40,3.79,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PANQUEBA","Boyacá","07187"
"OSMAN HIPOLITO ROA SARMIENTO",2150,61.56,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","PAUNA","Boyacá","07190"
"CARLOS ANDRES AMAYA RODRIGUEZ",630,18.04,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","PAUNA","Boyacá","07190"
"GONZALO GUARIN VIVAS",361,10.33,"PARTIDO CENTRO DEMOCRÁTICO","PAUNA","Boyacá","07190"
"JUAN DE JESUS CORDOBA SUAREZ",174,4.98,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","PAUNA","Boyacá","07190"
"CESAR AUGUSTO PACHON ACHURY",68,1.94,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PAUNA","Boyacá","07190"
"OSMAN HIPOLITO ROA SARMIENTO",671,73.33,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","PAYA","Boyacá","07193"
"CARLOS ANDRES AMAYA RODRIGUEZ",145,15.84,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","PAYA","Boyacá","07193"
"GONZALO GUARIN VIVAS",38,4.15,"PARTIDO CENTRO DEMOCRÁTICO","PAYA","Boyacá","07193"
"JUAN DE JESUS CORDOBA SUAREZ",35,3.82,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","PAYA","Boyacá","07193"
"CESAR AUGUSTO PACHON ACHURY",13,1.42,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PAYA","Boyacá","07193"
"CARLOS ANDRES AMAYA RODRIGUEZ",2281,74.81,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","PAZ DE RIO","Boyacá","07199"
"OSMAN HIPOLITO ROA SARMIENTO",609,19.97,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","PAZ DE RIO","Boyacá","07199"
"CESAR AUGUSTO PACHON ACHURY",60,1.96,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PAZ DE RIO","Boyacá","07199"
"GONZALO GUARIN VIVAS",49,1.6,"PARTIDO CENTRO DEMOCRÁTICO","PAZ DE RIO","Boyacá","07199"
"JUAN DE JESUS CORDOBA SUAREZ",14,0.45,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","PAZ DE RIO","Boyacá","07199"
"CARLOS ANDRES AMAYA RODRIGUEZ",1311,32.06,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","PESCA","Boyacá","07202"
"OSMAN HIPOLITO ROA SARMIENTO",1277,31.23,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","PESCA","Boyacá","07202"
"CESAR AUGUSTO PACHON ACHURY",970,23.72,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PESCA","Boyacá","07202"
"GONZALO GUARIN VIVAS",310,7.58,"PARTIDO CENTRO DEMOCRÁTICO","PESCA","Boyacá","07202"
"JUAN DE JESUS CORDOBA SUAREZ",127,3.1,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","PESCA","Boyacá","07202"
"OSMAN HIPOLITO ROA SARMIENTO",435,62.5,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","PISBA","Boyacá","07205"
"CARLOS ANDRES AMAYA RODRIGUEZ",157,22.55,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","PISBA","Boyacá","07205"
"JUAN DE JESUS CORDOBA SUAREZ",43,6.17,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","PISBA","Boyacá","07205"
"GONZALO GUARIN VIVAS",27,3.87,"PARTIDO CENTRO DEMOCRÁTICO","PISBA","Boyacá","07205"
"CESAR AUGUSTO PACHON ACHURY",17,2.44,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PISBA","Boyacá","07205"
"CARLOS ANDRES AMAYA RODRIGUEZ",6896,35.31,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","PUERTO BOYACA","Boyacá","07214"
"OSMAN HIPOLITO ROA SARMIENTO",6639,33.99,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","PUERTO BOYACA","Boyacá","07214"
"CESAR AUGUSTO PACHON ACHURY",1632,8.35,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PUERTO BOYACA","Boyacá","07214"
"GONZALO GUARIN VIVAS",1300,6.65,"PARTIDO CENTRO DEMOCRÁTICO","PUERTO BOYACA","Boyacá","07214"
"JUAN DE JESUS CORDOBA SUAREZ",926,4.74,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","PUERTO BOYACA","Boyacá","07214"
"CARLOS ANDRES AMAYA RODRIGUEZ",974,40.39,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","QUIPAMA","Boyacá","07215"
"OSMAN HIPOLITO ROA SARMIENTO",658,27.29,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","QUIPAMA","Boyacá","07215"
"GONZALO GUARIN VIVAS",535,22.18,"PARTIDO CENTRO DEMOCRÁTICO","QUIPAMA","Boyacá","07215"
"JUAN DE JESUS CORDOBA SUAREZ",110,4.56,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","QUIPAMA","Boyacá","07215"
"CESAR AUGUSTO PACHON ACHURY",23,0.95,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","QUIPAMA","Boyacá","07215"
"CARLOS ANDRES AMAYA RODRIGUEZ",2533,44.95,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","RAMIRIQUI","Boyacá","07217"
"OSMAN HIPOLITO ROA SARMIENTO",1959,34.76,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","RAMIRIQUI","Boyacá","07217"
"CESAR AUGUSTO PACHON ACHURY",723,12.83,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","RAMIRIQUI","Boyacá","07217"
"JUAN DE JESUS CORDOBA SUAREZ",150,2.66,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","RAMIRIQUI","Boyacá","07217"
"GONZALO GUARIN VIVAS",147,2.6,"PARTIDO CENTRO DEMOCRÁTICO","RAMIRIQUI","Boyacá","07217"
"CARLOS ANDRES AMAYA RODRIGUEZ",1448,45.59,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","RAQUIRA","Boyacá","07220"
"OSMAN HIPOLITO ROA SARMIENTO",1081,34.03,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","RAQUIRA","Boyacá","07220"
"CESAR AUGUSTO PACHON ACHURY",299,9.41,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","RAQUIRA","Boyacá","07220"
"GONZALO GUARIN VIVAS",131,4.12,"PARTIDO CENTRO DEMOCRÁTICO","RAQUIRA","Boyacá","07220"
"JUAN DE JESUS CORDOBA SUAREZ",116,3.65,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","RAQUIRA","Boyacá","07220"
"OSMAN HIPOLITO ROA SARMIENTO",957,58.21,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","RONDON","Boyacá","07223"
"CARLOS ANDRES AMAYA RODRIGUEZ",384,23.35,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","RONDON","Boyacá","07223"
"JUAN DE JESUS CORDOBA SUAREZ",104,6.32,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","RONDON","Boyacá","07223"
"CESAR AUGUSTO PACHON ACHURY",92,5.59,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","RONDON","Boyacá","07223"
"GONZALO GUARIN VIVAS",62,3.77,"PARTIDO CENTRO DEMOCRÁTICO","RONDON","Boyacá","07223"
"OSMAN HIPOLITO ROA SARMIENTO",2533,42.84,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SABOYA","Boyacá","07226"
"CARLOS ANDRES AMAYA RODRIGUEZ",1900,32.13,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SABOYA","Boyacá","07226"
"JUAN DE JESUS CORDOBA SUAREZ",532,8.99,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SABOYA","Boyacá","07226"
"CESAR AUGUSTO PACHON ACHURY",318,5.37,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SABOYA","Boyacá","07226"
"GONZALO GUARIN VIVAS",248,4.19,"PARTIDO CENTRO DEMOCRÁTICO","SABOYA","Boyacá","07226"
"CESAR AUGUSTO PACHON ACHURY",1384,52.84,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SACHICA","Boyacá","07232"
"OSMAN HIPOLITO ROA SARMIENTO",586,22.37,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SACHICA","Boyacá","07232"
"CARLOS ANDRES AMAYA RODRIGUEZ",513,19.58,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SACHICA","Boyacá","07232"
"GONZALO GUARIN VIVAS",63,2.4,"PARTIDO CENTRO DEMOCRÁTICO","SACHICA","Boyacá","07232"
"JUAN DE JESUS CORDOBA SUAREZ",34,1.29,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SACHICA","Boyacá","07232"
"CESAR AUGUSTO PACHON ACHURY",5078,55.3,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAMACA","Boyacá","07235"
"CARLOS ANDRES AMAYA RODRIGUEZ",3035,33.05,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SAMACA","Boyacá","07235"
"OSMAN HIPOLITO ROA SARMIENTO",544,5.92,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SAMACA","Boyacá","07235"
"GONZALO GUARIN VIVAS",165,1.79,"PARTIDO CENTRO DEMOCRÁTICO","SAMACA","Boyacá","07235"
"JUAN DE JESUS CORDOBA SUAREZ",81,0.88,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SAMACA","Boyacá","07235"
"CARLOS ANDRES AMAYA RODRIGUEZ",614,54.19,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SAN EDUARDO","Boyacá","07237"
"OSMAN HIPOLITO ROA SARMIENTO",328,28.94,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SAN EDUARDO","Boyacá","07237"
"GONZALO GUARIN VIVAS",106,9.35,"PARTIDO CENTRO DEMOCRÁTICO","SAN EDUARDO","Boyacá","07237"
"JUAN DE JESUS CORDOBA SUAREZ",20,1.76,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SAN EDUARDO","Boyacá","07237"
"CESAR AUGUSTO PACHON ACHURY",17,1.5,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN EDUARDO","Boyacá","07237"
"OSMAN HIPOLITO ROA SARMIENTO",2150,64.37,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SAN JOSE DE PARE","Boyacá","07238"
"CARLOS ANDRES AMAYA RODRIGUEZ",755,22.6,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SAN JOSE DE PARE","Boyacá","07238"
"JUAN DE JESUS CORDOBA SUAREZ",206,6.16,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SAN JOSE DE PARE","Boyacá","07238"
"GONZALO GUARIN VIVAS",70,2.09,"PARTIDO CENTRO DEMOCRÁTICO","SAN JOSE DE PARE","Boyacá","07238"
"CESAR AUGUSTO PACHON ACHURY",64,1.91,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN JOSE DE PARE","Boyacá","07238"
"OSMAN HIPOLITO ROA SARMIENTO",1054,36.76,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SAN LUIS DE GACENO","Boyacá","07241"
"GONZALO GUARIN VIVAS",838,29.22,"PARTIDO CENTRO DEMOCRÁTICO","SAN LUIS DE GACENO","Boyacá","07241"
"CARLOS ANDRES AMAYA RODRIGUEZ",752,26.22,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SAN LUIS DE GACENO","Boyacá","07241"
"JUAN DE JESUS CORDOBA SUAREZ",101,3.52,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SAN LUIS DE GACENO","Boyacá","07241"
"CESAR AUGUSTO PACHON ACHURY",39,1.36,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN LUIS DE GACENO","Boyacá","07241"
"OSMAN HIPOLITO ROA SARMIENTO",1276,53.99,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SAN MATEO","Boyacá","07247"
"CARLOS ANDRES AMAYA RODRIGUEZ",630,26.66,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SAN MATEO","Boyacá","07247"
"GONZALO GUARIN VIVAS",291,12.31,"PARTIDO CENTRO DEMOCRÁTICO","SAN MATEO","Boyacá","07247"
"JUAN DE JESUS CORDOBA SUAREZ",57,2.41,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SAN MATEO","Boyacá","07247"
"CESAR AUGUSTO PACHON ACHURY",49,2.07,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN MATEO","Boyacá","07247"
"CARLOS ANDRES AMAYA RODRIGUEZ",1194,68.97,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SAN MIGUEL DE SEMA","Boyacá","07248"
"JUAN DE JESUS CORDOBA SUAREZ",182,10.51,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SAN MIGUEL DE SEMA","Boyacá","07248"
"OSMAN HIPOLITO ROA SARMIENTO",108,6.23,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SAN MIGUEL DE SEMA","Boyacá","07248"
"CESAR AUGUSTO PACHON ACHURY",95,5.48,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN MIGUEL DE SEMA","Boyacá","07248"
"GONZALO GUARIN VIVAS",54,3.11,"PARTIDO CENTRO DEMOCRÁTICO","SAN MIGUEL DE SEMA","Boyacá","07248"
"OSMAN HIPOLITO ROA SARMIENTO",1865,58.77,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SAN PABLO DE BORBUR","Boyacá","07249"
"CARLOS ANDRES AMAYA RODRIGUEZ",558,17.58,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SAN PABLO DE BORBUR","Boyacá","07249"
"GONZALO GUARIN VIVAS",279,8.79,"PARTIDO CENTRO DEMOCRÁTICO","SAN PABLO DE BORBUR","Boyacá","07249"
"JUAN DE JESUS CORDOBA SUAREZ",275,8.66,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SAN PABLO DE BORBUR","Boyacá","07249"
"CESAR AUGUSTO PACHON ACHURY",45,1.41,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SAN PABLO DE BORBUR","Boyacá","07249"
"OSMAN HIPOLITO ROA SARMIENTO",955,48.92,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SANTA MARIA","Boyacá","07251"
"CARLOS ANDRES AMAYA RODRIGUEZ",708,36.27,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SANTA MARIA","Boyacá","07251"
"JUAN DE JESUS CORDOBA SUAREZ",116,5.94,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SANTA MARIA","Boyacá","07251"
"GONZALO GUARIN VIVAS",59,3.02,"PARTIDO CENTRO DEMOCRÁTICO","SANTA MARIA","Boyacá","07251"
"CESAR AUGUSTO PACHON ACHURY",53,2.71,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SANTA MARIA","Boyacá","07251"
"CARLOS ANDRES AMAYA RODRIGUEZ",2464,46.35,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SANTA ROSA DE VITERBO","Boyacá","07253"
"OSMAN HIPOLITO ROA SARMIENTO",1369,25.75,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SANTA ROSA DE VITERBO","Boyacá","07253"
"CESAR AUGUSTO PACHON ACHURY",583,10.96,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SANTA ROSA DE VITERBO","Boyacá","07253"
"GONZALO GUARIN VIVAS",495,9.31,"PARTIDO CENTRO DEMOCRÁTICO","SANTA ROSA DE VITERBO","Boyacá","07253"
"JUAN DE JESUS CORDOBA SUAREZ",202,3.8,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SANTA ROSA DE VITERBO","Boyacá","07253"
"OSMAN HIPOLITO ROA SARMIENTO",847,42.86,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SANTA SOFIA","Boyacá","07256"
"CESAR AUGUSTO PACHON ACHURY",430,21.76,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SANTA SOFIA","Boyacá","07256"
"CARLOS ANDRES AMAYA RODRIGUEZ",333,16.85,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SANTA SOFIA","Boyacá","07256"
"GONZALO GUARIN VIVAS",210,10.62,"PARTIDO CENTRO DEMOCRÁTICO","SANTA SOFIA","Boyacá","07256"
"JUAN DE JESUS CORDOBA SUAREZ",87,4.4,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SANTA SOFIA","Boyacá","07256"
"OSMAN HIPOLITO ROA SARMIENTO",1975,48.3,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SANTANA","Boyacá","07250"
"CARLOS ANDRES AMAYA RODRIGUEZ",1029,25.16,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SANTANA","Boyacá","07250"
"GONZALO GUARIN VIVAS",474,11.59,"PARTIDO CENTRO DEMOCRÁTICO","SANTANA","Boyacá","07250"
"CESAR AUGUSTO PACHON ACHURY",284,6.94,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SANTANA","Boyacá","07250"
"JUAN DE JESUS CORDOBA SUAREZ",172,4.2,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SANTANA","Boyacá","07250"
"CARLOS ANDRES AMAYA RODRIGUEZ",567,35.54,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SATIVANORTE","Boyacá","07259"
"GONZALO GUARIN VIVAS",526,32.97,"PARTIDO CENTRO DEMOCRÁTICO","SATIVANORTE","Boyacá","07259"
"OSMAN HIPOLITO ROA SARMIENTO",320,20.06,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SATIVANORTE","Boyacá","07259"
"CESAR AUGUSTO PACHON ACHURY",78,4.89,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SATIVANORTE","Boyacá","07259"
"JUAN DE JESUS CORDOBA SUAREZ",77,4.82,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SATIVANORTE","Boyacá","07259"
"CARLOS ANDRES AMAYA RODRIGUEZ",532,55.41,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SATIVASUR","Boyacá","07262"
"OSMAN HIPOLITO ROA SARMIENTO",292,30.41,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SATIVASUR","Boyacá","07262"
"CESAR AUGUSTO PACHON ACHURY",44,4.58,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SATIVASUR","Boyacá","07262"
"GONZALO GUARIN VIVAS",42,4.37,"PARTIDO CENTRO DEMOCRÁTICO","SATIVASUR","Boyacá","07262"
"JUAN DE JESUS CORDOBA SUAREZ",41,4.27,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SATIVASUR","Boyacá","07262"
"CARLOS ANDRES AMAYA RODRIGUEZ",1793,42.56,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SIACHOQUE","Boyacá","07265"
"CESAR AUGUSTO PACHON ACHURY",1148,27.25,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SIACHOQUE","Boyacá","07265"
"OSMAN HIPOLITO ROA SARMIENTO",755,17.92,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SIACHOQUE","Boyacá","07265"
"GONZALO GUARIN VIVAS",293,6.95,"PARTIDO CENTRO DEMOCRÁTICO","SIACHOQUE","Boyacá","07265"
"JUAN DE JESUS CORDOBA SUAREZ",139,3.3,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SIACHOQUE","Boyacá","07265"
"CARLOS ANDRES AMAYA RODRIGUEZ",2090,43.51,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SOATA","Boyacá","07268"
"OSMAN HIPOLITO ROA SARMIENTO",1375,28.62,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SOATA","Boyacá","07268"
"GONZALO GUARIN VIVAS",715,14.88,"PARTIDO CENTRO DEMOCRÁTICO","SOATA","Boyacá","07268"
"JUAN DE JESUS CORDOBA SUAREZ",296,6.16,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SOATA","Boyacá","07268"
"CESAR AUGUSTO PACHON ACHURY",167,3.47,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SOATA","Boyacá","07268"
"CARLOS ANDRES AMAYA RODRIGUEZ",3122,79.07,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SOCHA","Boyacá","07274"
"OSMAN HIPOLITO ROA SARMIENTO",501,12.68,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SOCHA","Boyacá","07274"
"GONZALO GUARIN VIVAS",184,4.66,"PARTIDO CENTRO DEMOCRÁTICO","SOCHA","Boyacá","07274"
"CESAR AUGUSTO PACHON ACHURY",35,0.88,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SOCHA","Boyacá","07274"
"JUAN DE JESUS CORDOBA SUAREZ",23,0.58,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SOCHA","Boyacá","07274"
"CARLOS ANDRES AMAYA RODRIGUEZ",1973,53.03,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SOCOTA","Boyacá","07271"
"OSMAN HIPOLITO ROA SARMIENTO",1322,35.53,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SOCOTA","Boyacá","07271"
"GONZALO GUARIN VIVAS",160,4.3,"PARTIDO CENTRO DEMOCRÁTICO","SOCOTA","Boyacá","07271"
"CESAR AUGUSTO PACHON ACHURY",100,2.68,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SOCOTA","Boyacá","07271"
"JUAN DE JESUS CORDOBA SUAREZ",77,2.06,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SOCOTA","Boyacá","07271"
"CARLOS ANDRES AMAYA RODRIGUEZ",24380,44.76,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SOGAMOSO","Boyacá","07277"
"CESAR AUGUSTO PACHON ACHURY",12531,23.01,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SOGAMOSO","Boyacá","07277"
"OSMAN HIPOLITO ROA SARMIENTO",9104,16.71,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SOGAMOSO","Boyacá","07277"
"GONZALO GUARIN VIVAS",4377,8.03,"PARTIDO CENTRO DEMOCRÁTICO","SOGAMOSO","Boyacá","07277"
"JUAN DE JESUS CORDOBA SUAREZ",1148,2.1,"PARTIDO CONSERVADOR - PARTIDO DE LA U - OPCIÓN CIUDADANA","SOGAMOSO","Boyacá","07277"
"OSMAN HIPOLITO ROA SARMIENTO",981,51.9,"""UNIDOS PARA EL PROGRESO DE BOYACÁ"" - CAMBIO RADICAL - ASI","SOMONDOCO","Boyacá","07280"
"CARLOS ANDRES AMAYA RODRIGUEZ",747,39.52,"PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO","SOMONDOCO","Boyacá","07280"
